あい	阿井,愛,曾,相,藍,會
やまりょう	山領
やまわき	山𦚰,山脇
やまわけ	山分
やまんた	矢満田
やみくも	闇雲
やむら	谷村,八村,矢村
やもおか	谷茂岡
やもち	矢持
やもと	屋本,谷許,八本,矢本
やもり	家守,家森,矢守,矢森,矢盛
やや	谷々,谷谷
ややま	屋山,矢山,彌山
やよい	弥生
やよう	矢用
やよし	弥吉
やよた	八代田
やら	屋良
やらい	矢来
やりい	鎗井
やりき	槍木
やりた	遣田,鎗田,鑓田
やりみず	鎗水,鑓水
やりめ	鎗目
やわか	八若
やわた	八幡,八和田,矢幡,矢和多,矢和田
やわだ	屋和田
やん	楊
やんない	箭内
やんべ	山家
ゆあさ	岩佐,湯浅,湯朝,湯淺,油浅,由浅
ゆい	湯井,油井,由井,由比
ゆいがはま	由比ヶ浜
ゆいずみ	湯泉
ゆいぜ	唯是
ゆいぞの	由井薗
ゆいた	結田
ゆいなわ	結縄
ゆいの	結野
ゆいやま	唯山
ゆう	湯,夕,兪
ゆうい	勇伊
ゆうえん	結縁
ゆうおか	祐岡
ゆうかね	勇金
ゆうかわ	夕川
ゆうがみ	勇上
ゆうき	結城,行木,湯城,油木,柚木,由木,祐木,遊喜,遊亀
ゆうくら	有倉
ゆうげん	祐源
ゆうさく	遊作
ゆうざ	遊坐,遊座
ゆうざき	勇﨑,勇崎
ゆうじま	夕島
ゆうじょうぼう	祐乗坊
ゆうせき	油石
ゆうた	夕田
ゆうだ	祐田,遊田
ゆうちょう	遊長
ゆうどう	有働,遊道
ゆうないやま	勇内山
ゆうのき	柚ノ木,柚木
ゆうはく	祐伯
ゆうはし	遊橋
ゆうば	弓場
ゆうひら	柚平
ゆうぼく	柚木
ゆうま	遊磨
ゆうみ	勇海
ゆうむかい	夕向
ゆうむら	祐村
ゆうめい	猶明
ゆうめん	宥免,遊免
ゆうら	湯浦,油浦
ゆお	湯尾,祐尾
ゆかみ	由上,遊上
ゆかり	弓狩
ゆかわ	湯川,遊川
ゆが	柚賀
ゆがみ	湯上,油上
ゆがみだに	湯上谷
ゆがり	弓狩
ゆがわ	温川,湯川
ゆき	幸,雪,湯木,油木,柚木,由岐,由木
ゆきい	雪井
ゆきいり	雪入
ゆきうら	雪浦
ゆきえ	雪江
ゆきおか	幸岡,行岡,雪岡
ゆきかた	行方
ゆきかど	由喜門
ゆきがい	行貝
ゆきさだ	行貞,行定
ゆきさわ	行澤
ゆきざき	柚木崎
ゆきざね	行実,行實
ゆきざわ	幸澤,行沢,行澤,雪沢
ゆきしげ	幸重
ゆきした	幸下,雪下
ゆきしま	雪島,雪嶋
ゆきぞの	柚木園
ゆきた	幸田,行田,雪田,油木田
ゆきたけ	行武,雪竹
ゆきたに	雪谷
ゆきだ	行田
ゆきづか	雪塚
ゆきとき	行時
ゆきとし	行俊,行年
ゆきとみ	雪冨
ゆきとも	行友
ゆきなが	幸長,雪永
ゆきなり	行成
ゆきなわ	行縄
ゆきの	幸野,行野,雪野
ゆきのり	行則
ゆきひら	行平,雪平
ゆきひろ	行廣
ゆきふじ	行藤
ゆきふね	行船
ゆきまさ	行政,行正
ゆきまち	行待
ゆきまつ	幸松,行松,行枩,雪松
ゆきまる	雪丸
ゆきみち	幸道
ゆきみつ	行光
ゆきむね	行旨,行宗
ゆきむら	幸村,行村,雪村
ゆきむろ	雪室
ゆきもと	幸本,行元,行本,雪本
ゆきもり	行森
ゆきや	行谷
ゆきやす	行安
ゆきやま	行山,雪山,柚木山
ゆきよし	行吉,雪吉
ゆきわき	柚木脇
ゆぎ	湯木,由木
ゆくしげ	行重
ゆくたけ	行竹,行武
ゆくとも	行友
ゆくひろ	行弘
ゆくぼ	湯窪
ゆくみ	湯汲
ゆくもと	行本
ゆくよし	行吉
ゆぐち	湯口,湧口
ゆげ	弓削,由家,由解
ゆげた	弓削田
ゆげるい	弓削類
ゆさ	湯佐,由佐,遊佐
ゆさか	湯坂,湯阪
ゆさわ	湯沢
ゆざ	湯坐,湯座,油座,遊座
ゆざき	湯崎,柚,柚﨑,柚崎
ゆざと	湯里
ゆざわ	湯沢,湯澤,遊沢,遊澤
ゆした	湯下
ゆしな	油科
ゆじ	湯治,湯地
ゆじり	湯尻
ゆす	柚須
ゆすき	檮木
ゆすはら	梼原
ゆすやま	梼山,檮山
ゆず	油津
ゆずき	柚木
ゆずはな	柚花
ゆずはら	柚原
ゆずり	譲,禅,楪
ゆずりは	杠,楪,楪葉
ゆずりはら	譲原
ゆせ	湯瀬
ゆぜ	湯瀬
ゆた	湯田,油田
ゆたか	豊,豐
ゆたに	湯谷,油谷,由谷
ゆだ	湯田,油田
ゆだかさ	湯田坂
ゆださか	湯田坂
ゆだて	弓館,弓達,弓立
ゆだに	湯谷
ゆだひら	湯田平
ゆち	湯地,由地
ゆぢ	湯地,由地
ゆつどう	湯通堂
ゆづ	油津
ゆとう	湯藤,由藤
ゆとく	湯徳
ゆど	湯戸
ゆなか	湯中
ゆなもち	弓納持
ゆの	湯野,油野
ゆのう	油納
ゆのうえ	湯上,湯之上
ゆのえ	湯上
ゆのかわ	温泉川,湯野川
ゆのがみ	湯之上
ゆのき	柚木
ゆのきぞの	柚木園
ゆのくち	湯ノ口
ゆのぐち	湯ノ口
ゆのさこ	湯ノ迫
ゆのざわ	湯野澤
ゆのした	湯下
ゆのたに	湯ノ谷
ゆのはら	湯之原,柚之原
ゆのむら	柚村
ゆのめ	湯目
ゆはし	湯橋,油橋
ゆはず	弓巾
ゆはら	湯原,油原,柚原
ゆば	弓場,弓庭,湯場
ゆばい	弓場井
ゆばし	油橋
ゆばら	湯原
ゆひ	由比
ゆひはま	由比浜
ゆびすい	指吸
ゆふ	油布,由布
ゆふね	湯舟
ゆぶた	湯葢
ゆぶね	湯舟
ゆまえ	湯前
ゆみ	弓
ゆみおか	弓岡
ゆみかけ	弓掛
ゆみきだ	弓木田
ゆみくら	弓倉
ゆみげた	弓桁
ゆみさき	弓崎
ゆみさし	弓指
ゆみざ	弓座
ゆみざき	弓崎
ゆみた	弓田
ゆみたて	弓立
ゆみたに	弓谷
ゆみだて	弓達
ゆみと	弓戸
ゆみとり	弓取
ゆみなか	弓仲
ゆみなが	弓長
ゆみなみ	弓波
ゆみなもち	弓納持
ゆみの	弓野
ゆみはら	弓原
ゆみば	弓場
ゆみべ	弓部
ゆみもと	弓本
ゆみや	弓谷,弓矢
ゆみやま	弓山
ゆむら	湯村
ゆめでら	夢寺
ゆもと	湯元,湯本,油本,柚本,由本
ゆや	湯屋,油谷
ゆやま	湯山,柚山
ゆら	由良
ゆらの	由良野
ゆり	百合,油利,由利,由里
ゆりえ	淘江
ゆりおか	百合岡
ゆりかわ	百合川
ゆりくさ	百合草
ゆりた	百合田
ゆりの	百合野
ゆりもと	百合本,由里本,圦本
ゆるえ	淘江,陶江
ゆるか	緩鹿
ゆるき	汰木,柚留木
ゆるぎ	万木,由留木,萬木
ゆるし	免
ゆるづめ	緩詰
ゆわき	湯脇
ゆんべ	弓部
よあけ	夜明
よい	宵
よいち	世一,代市
よいなら	四十八願,四十八頭
よう	楊,葉,陽
よういね	用稲
ようかい	用皆,要堺
ようかいちや	八日市屋,八日市谷
ようかわ	陽川
ようがい	容貝,用貝,用害,要害
ようがきうち	要垣内
ようぎ	要木
ようこう	影向
ようご	余戸
ようじ	楊枝
ようじま	要島
ようすい	用水
ようそ	養祖
ようだ	用田,要田,陽田,養田
ようち	遥地
ようつ	要津
ようとう	要藤
ようど	要土
ようどう	要藤,養道
ようはた	養畑
ようふ	養父
ようふくじ	要福地
ようぼ	養母
ようむら	用村
ようめい	要明
ようやま	陽山
ようろう	養老
よえだ	四重田
よおだ	養王田
よかた	四方
よかど	世門
よかわ	宜川,余川,与河,與川
よがた	與賀田
よきしお	能塩
よきたに	斧谷
よぎ	与儀,與儀
よぎあし	過足
よぎた	余喜多
よくだ	輿久田
よくに	与国
よくぼ	餘久保
よくもと	浴本
よくら	与倉,與倉
よぐち	与口,與口
よけの	除野
よけむら	除村
よこ	横
よこあじろ	横網代
よこい	横井
よこいえ	横家
よこいがわ	横井川
よこいし	横石
よこいち	横市
よこいない	横井内
よこいやま	横井山
よこいわ	横岩
よこうだ	代高田
よこうち	横打,横内
よこえ	横江
よこお	横尾
よこおおじ	横大路
よこかわ	横川
よこがき	横垣
よこがけ	横欠
よこがみ	横上
よこがわ	横河,横川
よこき	横木
よこぎ	横木
よこぎしざわ	横岸澤
よこくぼ	横久保
よこくめ	横粂
よこくら	横倉
よこぐし	横串
よここうじ	横小路
よこごし	横越
よこさか	横坂
よこさき	横崎
よこさわ	横沢,横澤
よこざき	横崎
よこざわ	横沢,横澤
よこし	余越
よこしき	横式
よこしげ	横繁
よこしま	横島
よこじま	横島,横嶋
よこす	横州,横洲
よこすか	横須賀
よこすが	横須賀
よこせ	横瀬
よこせき	横関
よこぜき	横関
よこた	横田,与古田,與古田,與小田
よこたがわ	横田川
よこたに	横谷
よこだ	与世田,與古田
よこだて	横舘
よこち	横地
よこちょう	横丁
よこぢ	横地
よこつか	横塚,横塚
よこつじ	横辻
よこづか	横塚
よこて	横手
よこで	横出
よこと	横戸
よことび	横飛
よこにし	横西
よこぬま	横沼
よこの	横野
よこは	横羽,横葉
よこはぎ	横萩
よこはし	横橋
よこはた	横畑,横畠
よこはま	横浜,横濱
よこはら	横原
よこはり	横張
よこば	横場
よこばたけ	横畠
よこばやし	横林
よこひら	横平
よこふじた	横藤田
よこべ	横部
よこほり	横堀
よこぼり	横堀
よこまえ	横前
よこまく	横幕
よこまくら	横枕
よこまち	横町
よこまつ	横松
よこみ	横見
よこみせ	横見瀬
よこみぞ	横溝
よこみち	横道,横路
よこみつ	横光,横満,與古光
よこみね	横峯
よこむら	横村
よこむろ	横室
よこもと	横本
よこもり	横森
よこや	横屋,横家,横谷,横矢
よこやしき	横屋敷
よこやま	横山
よこゆ	横湯
よころ	横路,余頃
よこわたり	横渡
よこを	横尾
よご	余湖,余吾,余語,与後,与語,與語,餘吾
よごう	余郷
よごさわ	与五沢
よごろ	余頃
よさの	与謝野,與三野,與謝野
よざ	余座,与座,與座
よざわ	与沢
よし	佳,義,吉,由,良
よしあき	吉秋
よしあさ	吉朝
よしあら	吉荒,吉新
よしい	𠮷井,𠮷居,義井,吉ヰ,吉伊,吉位,吉井,吉居,好井,香井,芳井,由井,良井
よしいえ	𠮷家,義家,吉家
よしいけ	𠮷池,吉池,芳池,由池
よしいずみ	吉泉
よしいり	義煎
よしいわ	吉岩
よしうち	吉内,芳内
よしうら	𠮷浦,義浦,吉浦
よしえ	𠮷江,義江,吉江,吉枝,葭江
よしお	𠮷雄,吉尾,吉雄,芳尾,由雄
よしおか	𠮷岡,（日へんに童）岡,芦岡,喜岡,義岡,吉岡,好岡,善岡,能岡,芳岡,葭岡
よしおき	吉沖
よしか	吉賀,吉鹿
よしかい	𠮷海,吉戒,吉海,吉開,吉貝
よしかえ	𠮷加江
よしかた	吉形,吉方
よしかど	𠮷門,吉門
よしかね	吉金,吉兼,芳鐘
よしかわ	𠮷川,嘉川,義川,吉河,吉川,好川,芳川,由川,良川
よしが	𠮷賀,吉賀
よしがい	𠮷開,吉海,吉開,吉谷
よしがいと	吉垣内
よしがえ	吉ヶ江
よしがき	吉垣,芳垣
よしがさこ	芳ヶ迫
よしがはら	芦ケ原
よしがみ	吉上,由上
よしき	𠮷岐,𠮷識,吉岐,吉貴,吉識,吉城,吉敷,吉舗,吉木,好城
よしぎ	吉儀
よしぎわ	吉際
よしくに	𠮷国,義國,吉国,吉國,善國
よしくぼ	吉久保
よしくら	吉倉,芳倉
よしぐち	吉口
よしこ	吉子
よしこし	𠮷越,吉越
よしごう	吉郷
よしごえ	𠮷越,吉越
よしさか	吉坂
よしさき	吉崎
よしさこ	吉迫
よしさわ	吉澤
よしざか	吉阪
よしざき	吉,吉﨑,吉崎,由崎
よしざこ	吉廻,吉迫
よしざと	吉里
よしざね	𠮷実,吉実,吉真,吉眞
よしざわ	𠮷沢,𠮷澤,義澤,吉㚖,吉沢,吉澤,芳沢,芳澤,由沢,由澤
よししげ	吉重
よしじ	吉治
よしじま	吉島,吉嶋
よしすえ	吉末
よしず	吉津,芳須
よしずえ	吉末
よしずみ	𠮷住,義積,吉住,吉澄,吉栖,吉積,善住,善積,芳住
よしせ	吉瀬
よしぞえ	吉添,美添
よしぞの	吉薗
よした	吉多,吉田
よしたか	吉高,吉鷹
よしたき	吉滝,吉瀧,芳滝
よしたけ	𠮷竹,𠮷武,吉竹,吉武,芳武
よしたに	吉谷,芳谷,由谷,葭谷
よしたね	吉種
よしたま	吉玉
よしだ	𠮷田,（日へんに童）田,義田,吉田,好多,好田,芳田,由多,由田,与四田,葭田
よしだか	吉高
よしつ	吉津
よしつぐ	吉次
よしつね	義常
よしつる	吉鶴
よしづ	吉津
よしづか	𠮷塚,吉塚,吉塚,良塚
よしづみ	義積,吉積,善積
よしと	吉戸
よしとう	𠮷藤,吉藤
よしとし	吉利
よしとみ	𠮷富,吉富,吉冨
よしとめ	𠮷留,吉留
よしとも	吉友
よしともこう	吉友高
よしど	吉度
よしどみ	吉富,吉冨
よしどめ	吉冨,吉留
よしな	吉名,與品
よしなか	吉中,吉仲,芳中,芳仲,葭中,葭仲
よしなが	𠮷長,義永,吉永,吉長,好永,好長,良永
よしなみ	吉浪,善浪,由浪
よしなり	𠮷成,吉成
よしなれ	吉馴
よしぬま	吉沼
よしね	吉根
よしの	𠮷野,嘉野,義野,吉能,吉野,好野,芳野
よしのうち	吉野内,芳ノ内,芳之内
よしのその	吉ノ薗
よしのたに	吉野谷
よしのぶ	吉延,吉信,芳信
よしのや	吉野谷
よしのり	義則
よしはし	𠮷橋,吉橋
よしはた	吉畑
よしはま	吉浜,吉濱
よしはら	𠮷原,嘉原,義原,吉原,芳原,良原,葭原
よしば	𠮷羽,吉羽,吉柴,吉波,吉葉,与芝,與芝,葭葉
よしばやし	吉林
よしひ	吉日
よしひさ	𠮷久,義久,吉久,好川
よしひら	義平,吉平
よしひろ	吉広,吉弘,吉廣,好廣
よしふ	吉府
よしふく	吉福
よしふさ	𠮷房,吉房
よしふじ	吉藤
よしべ	珍部
よしま	余島
よしまさ	義政,吉政
よします	𠮷益,𠮷増,吉益,吉増
よしまた	吉俣
よしまち	吉町
よしまつ	𠮷松,吉松
よしまる	吉丸
よしみ	𠮷見,義見,吉見,吉美,好美,由見
よしみず	吉水,由水
よしみち	𠮷道,吉道
よしみつ	吉光,吉満,好光
よしみね	吉峰,吉峯,吉嶺,良峰,良峯
よしみや	吉宮
よしむた	吉牟田
よしむね	吉宗
よしむら	𠮷村,嘉村,義村,吉村,吉邨,好村,善村,芳村,由村,余志村,良村,葭村
よしむろ	吉室
よしめ	嘉目
よしめん	吉免
よしも	善最
よしもち	吉用
よしもと	𠮷道,𠮷本,義基,義本,吉元,吉本,好本,善本,芳本,由元,由本,良元,霊元,葭本
よしもとこう	吉友高
よしもり	𠮷森,義盛,吉森,吉盛,芳森,葭森
よしや	吉屋,吉谷,吉矢,葭矢
よしやがわ	吉谷川
よしやす	吉安,葭安
よしやち	吉谷地
よしやま	𠮷山,佳山,義山,吉山,慶山,芳山,由山,霊山,愿山,葭山
よしゆき	吉行
よしらく	𠮷楽
よしわ	吉輪,吉和
よしわか	義若
よしわだ	吉和田
よしわら	吉原
よじま	与島,與島
よじょう	四條
よすえ	代居
よずえ	代末
よせかわ	寄川
よせだ	与世田,與世田
よせもり	寄森
よせやま	与世山
よそい	興曽井,與曽井
よそづか	四十塚
よそみや	四十宮
よたがいと	與多垣内
よたに	余谷,与谷,與谷
よだ	依田,世田,代田,余田,与田,與田
よだわら	世俵
よち	余地
よっか	四日
よっかいち	四日市
よつ	四津
よつい	四ッ井,四ツ井,四維,四井,四津井
よつかわ	四津川
よつぎ	四木,代継
よつくら	四ツ倉,四倉
よつしま	四ッ島,四ツ嶋
よつじ	四辻
よつたに	四ッ谷,四ツ谷,四津谷
よつだ	四ツ田,四田
よつつじ	四辻
よつづか	四塚
よつのや	乗
よつはし	四ツ橋,四橋
よつめ	四ツ目
よつもと	四元,四本
よつや	四ッ谷,四ツ谷,四家,四谷,四津谷
よつやく	四役
よつやなぎ	四ッ柳,四ツ柳,四柳
よづ	四津
よでん	余田,余傳,与田,與田
よと	世登
よとりやま	世取山
よど	淀
よどい	淀井
よどえ	淀江
よどかわ	淀川
よどがわ	淀川
よどぎし	四戸岸
よどし	吉年
よどたに	淀谷
よどなわ	淀縄
よどの	淀野
よどや	淀谷
よな	与那
よない	米内
よないやま	米内山
よなが	世永,代永,代長
よなご	米子
よなしろ	世名城,与那城,與那城
よなは	与那覇,與那覇
よなはら	與那原
よなみ	世波
よなみね	与那嶺,與那嶺
よなもと	米本,要名本,與名本
よなやま	米内山
よなわ	與縄
よにし	余西
よね	米
よねい	米井
よねいち	米一
