あいいちろう	愛一朗,愛一郎,藍一朗,藍一郎,愛一朗,愛一郎,藍一朗,藍一郎
よしたか	よしたか,伊臣,允孝,佳貴,佳敬,佳孝,佳昂,佳高,佳崇,佳嵩,佳生,佳太佳,佳太加,佳太花,佳太華,佳太香,佳鷹,佳鳳,佳隆,可隆,嘉貴,嘉敬,嘉孝,嘉高,嘉崇,嘉尊,嘉鷹,嘉卓,嘉隆,賀敬,賀尊,凱貴,凱孝,凱天,幹幸,喜威,喜貴,喜敬,喜孝,喜剛,喜崇,喜嵩,喜立,喜隆,貴隆,儀考,宜孝,宜隆,義貴,義喬,義恭,義教,義敬,義孝,義高,義峻,義尚,義崇,義嵩,義尊,義鷹,義珍,義鳳,義陸,義隆,義堯,吉貴,吉敬,吉孝,吉高,吉崇,吉生,吉誉,吉隆,欣昂,欣隆,啓孝,啓隆,圭貴,圭恭,圭敬,圭孝,圭崇,恵孝,慶栄,慶享,慶恭,慶考,慶駿,慶尚,慶鷹,慶鳳,慶隆,敬孝,桂隆,侯孝,功岳,好貴,好孝,孝高,幸孝,幸臣,考隆,剛隆,克隆,視卓,慈隆,叔隆,淑孝,淑隆,昌孝,昌隆,祥貴,祥尭,祥孝,祥高,祥生,祥峰,祥隆,仁孝,仁宗,仁飛,世始貴,世志貴,世志太佳,世志太加,世志太花,世志太華,世志太香,世詩貴,世詩太佳,世詩太加,世詩太花,世詩太華,世詩太香,是享,善貴,善孝,善高,善宗,善尚,善尊,善隆,禎貴,禎崇,徳隆,能監,能敬,能隆,美貴,美賢,美昂,美太佳,美太加,美太花,美太華,美太香,美鷹,美隆,芳喬,芳孝,芳崇,芳隆,由岳,由貴,由敬,由孝,由高,由宗,由尚,由崇,由嵩,由太佳,由太加,由太花,由太華,由太香,由隆,裕貴,裕幸,容貴,良貴,良享,良敬,良孝,良高,良志貴,良尚,良崇,良嵩,良隆,麗孝,頌大佳
よしたろう	義太朗,義太郎,好太郎,芳太郎,由太郎,良太郎
よしちか	よしちか,嘉親,快実,快直,喜慈,義愛,義近,義哉,義慈,義周,義親,義睦,義隣,吉親,吉智佳,圭史,慶親,幸史,祥哉,惇央,惇睦,芳近,由親,由悠,良哉,良慈,良周,良親,良睦
よしつぐ	栄継,嘉嗣,嘉次,快次,喜嗣,喜次,宜嗣,義継,義貢,義嗣,義次,義襲,義続,吉継,吉次,恵嗣,慶継,慶嗣,慶丞,巧諭,克次,秀世,祥嗣,祥次,善乙,善次,善禎,禎丞,能継,能嗣,彬継,芳嗣,由継,由嗣,雄継,良嗣,良承,良紹,良世,良諭
よしつな	義維,義綱,義斯,吉綱
よしつね	惟恒,儀経,義矩,義経,義恒,義常,吉恒,吉常,善常,福恒,良矩,良経,良恒,良常
よしてる	栄皓,益輝,悦輝,佳輝,嘉輝,賀照,喜照,貴光,義瑛,義輝,義光,義照,義耀,吉輝,吉光,吉照,吉熙,欣映,慶耀,好輝,香光,善輝,善照,哲煌,能暉,美光,甫英,芳輝,芳照,由輝,誉輝,良輝,良光,良照,壽照
よしと	祥人,よし斗,愛仁,葦士,葦人,葦仁,偉仁,惟仁,意統,椅仁,允人,允翔,栄仁,英采,佳十,佳人,佳斗,佳利,佳翔,嘉乙,嘉士,嘉志人,嘉人,嘉仁,嘉説,嘉斗,嘉杜,嘉登,嘉都,嘉透,嘉飛,嘉翔,賀士,賀人,賀仁,雅人,快仁,凱人,凱仁,凱斗,凱土,凱翔,馨仁,寛人,款仁,巌永,巌仁,喜人,喜斗,喜登,喜土,喜冬,喜翔,貴翔,儀人,儀斗,義永,義兜,義士,義志斗,義人,義仁,義徒,義斗,義渡,義登,義都,義道,義任,義豊,義留,義翔,誼人,吉人,吉斗,吉登,吉都,吉翔,欽仁,啓人,圭人,圭杜,慶人,慶仁,慶翔,敬斗,堅仁,好音,好斗,好登,孔人,幸士,幸人,康礼,克人,賛斗,慈人,時士,実采,秀仁,淑人,淑仁,淑登,俊斗,淳仁,純人,昌采,祥音,祥叶,祥士,祥人,慎斗,仁人,仁翔,宣仁,善乙,善人,善仁,善斗,善登,善都,善敏,善翔,泰士,辰任,巽仁,董仁,惇仁,能人,斐仁,毘仁,美永,美人,美杜,美都,美翔,彦仁,彪仁,彪斗,彬仁,彬登,富仁,芳人,芳斗,芳渡,芳都,芳翔,睦人,睦仁,明采,弥采,由人,由徒,由斗,由登,由都,由等,由統,由翔,祐仁,誉人,誉仁,誉翔,洋仁,頼征,理人,亮仁,亮斗,良人,良仁,良征,良説,良斗,良渡,良登,良都,良翔,麗叶,麗斗,禄仁,逞仁,堯仁
よしとも	よし朝,惟友,意知,温知,佳知,嘉智,凱友,喜智,喜伴,儀智,宜大,義委,義供,義共,義知,義智,義朝,義燈,義伴,義朋,義友,義侶,義倫,吉友,啓友,圭朝,慶知,慶智,慶朝,慶燈,慶朋,慶倫,謙知,好智,舜朝,舜朋,純和,尚伴,祥智,仁智,善智,善友,美智,美朝,芳朋,芳明,芳友,睦友,由知,由智,由朋,祐智,与僚,良知,良智,良朋,良友,禄燈
よしなお	佳直,可直,嘉尚,嘉直,快直,喜直,義修,義尚,義直,義猶,義脩,吉尚,吉直,吉猶,欣尚,謙治,好直,剛直,善直,膳直,能尚,能直,美尚,美直,芳直,由尚,由直,亮修,良尚,良直,良猶
よしなり	よしなり,佳慈,佳成,佳斉,佳也,可成,嘉哉,嘉就,嘉成,嘉也,凱也,義就,義成,義生,義誠,義斉,義備,義也,義和,吉業,吉成,吉也,圭成,慶就,慶成,慶也,敬愛,敬也,好忠,幸成,克就,叔也,順也,祥育,祥成,祥也,善成,善也,泰成,禎斉,典成,能成,美成,富成,芳成,由就,由成,由也,良成,良也
よしのぶ	よしのぶ,惟亘,佳延,佳修,佳将,佳伸,佳信,佳誠,佳宣,嘉延,嘉将,嘉伸,嘉信,快伸,喜延,喜常,喜伸,喜信,喜宣,貴暢,宜伸,宜陳,義延,義宜,義述,義将,義常,義伸,義信,義宣,義暢,義展,義靖,吉延,吉樹,吉伸,吉信,吉辰,吉展,欣伸,欣信,欽庸,圭喜,圭伸,圭信,恵庸,慶允,慶延,慶喜,慶史,慶伸,慶信,慶宣,賢信,好延,好修,好将,好伸,好信,好宣,好能,幸伸,克伸,克信,克宣,志進,治宣,秀將,順欣,省伸,祥伸,祥信,祥展,仁宜,善伸,善信,善暢,善頌,禎信,美伸,美信,芳延,芳伸,芳信,芳宣,芳展,由将,由伸,由信,由宣,容庸,洋信,良喜,良宜,良江,良伸,良信,良暢,和誠
よしのり	よしのり,ヨシノリ,愛教,愛徳,伊功,允営,悦典,佳德,佳慶,佳憲,佳悟,佳宣,佳則,佳哲,佳典,佳徳,佳伯,佳範,佳法,佳倫,佳令,佳礼,嘉紀,嘉矩,嘉訓,嘉慶,嘉憲,嘉仁,嘉則,嘉典,嘉徳,嘉範,嘉律,賀則,凱規,凱宣,喜紀,喜訓,喜憲,喜則,喜典,喜徳,貴孝,宜典,宜範,義営,義紀,義規,義記,義宜,義教,義慶,義憲,義載,義準,義乗,義則,義哲,義典,義得,義徳,義範,義法,義倫,誼紀,吉営,吉紀,吉規,吉教,吉敬,吉憲,吉成,吉則,吉典,吉徳,吉範,吉倫,欣紀,欣憲,啓典,啓徳,恵徳,慶紀,慶規,慶騎,慶儀,慶矩,慶憲,慶式,慶成,慶則,慶智,慶哲,慶典,慶徳,慶範,慶法,慶律,敬節,堅仁,謙徳,賢典,賢礼,功統,好德,好営,好雅,好紀,好規,好敬,好則,好典,好徳,幸伯,考功,香則,香典,克憲,克章,克礼,志則,叔功,淑功,純徳,勝敬,尚徳,承功,昌典,省典,祥規,祥義,祥教,祥典,詳徳,仁紀,世志則,誠則,善営,善紀,善規,善教,善矩,善憲,善功,善則,善典,善徳,善法,禅徳,巽徳,致徳,柱憲,兆範,禎紀,禎記,禎則,禎典,禎法,能憲,能則,能礼,美紀,美矩,美典,美登,美範,美穂,美礼,芳営,芳紀,芳規,芳教,芳則,芳智,芳哲,芳典,芳徳,芳範,芳法,由紀,由規,由教,由憲,由則,由哲,由典,由徳,裕義,与志則,与典,誉志則,頼命,亮徳,良営,良紀,良規,良教,良矩,良訓,良憲,良則,良知,良智,良哲,良典,良徳,良範,良法,麗令,禄仙
よしはる	よしはる,愛晴,縁晴,温春,佳治,佳春,佳晴,佳悠,佳陽,佳流,佳路,嘉栄,嘉治,嘉春,嘉晴,嘉悠,賀治,凱治,歓暖,喜治,喜晴,喜悠,喜陽,宜温,義映,義栄,義温,義華,義喜,義治,義春,義昭,義晴,義大,義悠,義遥,義陽,義令,義遙,吉治,吉春,吉晴,吉遥,吉陽,欣春,圭春,圭悠,慶華,慶元,慶治,慶晴,慶陽,敬悠,権大,賢治,賢明,功晴,好治,好春,好日,好悠,巧浩,幸治,剛陽,克治,志悠,慈晴,実知,俊晴,祥治,祥春,祥晴,仁大,仁陽,善浩,善治,善春,善晴,善悠,善遥,善陽,善遙,禎治,美治,美晴,美悠,美遙,芳治,芳春,芳晴,芳悠,芳陽,芳遙,睦陽,明知,由治,由晴,由暖,由悠,祐晴,頼知,頼明,良栄,良治,良春,良晴,良陽,麗玄,麗立
よしひこ	よしひこ,愛彦,葦久,芦彦,伊彦,允彦,叡彦,栄彦,英彦,燕彦,縁彦,温彦,佳彦,嘉彦,快彦,凱彦,歓彦,巌彦,喜彦,毅彦,儀彦,宜彦,義彦,誼彦,吉彦,尭彦,欣彦,欽彦,芹彦,啓彦,圭彦,恵彦,慶彦,慧彦,敬彦,賢彦,好彦,孔彦,孝彦,巧彦,剛彦,克彦,秀彦,住彦,充彦,淑彦,順彦,祥彦,譲彦,身彦,仁彦,壬彦,世志彦,成彦,誠彦,宣彦,善彦,辰彦,兆彦,禎彦,典彦,伝彦,任彦,美彦,奉彦,芳彦,由彦,裕彦,洋彦,養彦,利彦,亮彦,良彦,令彦,和彦,榮彦,熙彦
よしひさ	祐久,よしひさ,佳央,佳久,佳尚,佳弥,嘉久,嘉寿,嘉尚,嘉弥,嘉悠,賀久,凱久,寛久,喜永,喜久,喜悠,貴久,儀久,宜久,義永,義央,義久,義玖,義恒,義寿,義尚,義弥,義悠,吉久,吉桐,吉寿,吉尚,恭久,欣永,欽久,芹尚,圭央,慶久,慶玖,慶寿,慶悠,敬尚,桂久,好尚,志悠,修久,淑寿,純久,順久,尚玖,承尚,昌久,昌尚,祥久,祥尚,親尚,仁久,壬久,誠久,善久,善寿,禅久,繕久,泰久,辰尚,禎久,禎仙,哲久,典久,典玖,典尚,能久,美久,美玖,彬久,敏久,富久,奉久,奉玖,芳久,豊久,睦久,明尚,冶尚,弥玖,弥尚,由久,由尚,由悠,裕久,雄久,与久,与志久,与尚,頼尚,利尚,良央,良久,良恒,良司久,良史久,良士久,良志久,良思久,良詩久,良寿,良尚,良壽,令尚,廉久,和久,和玖,和尚,惠央
よしひで	祐秀,愛英,葦英,葦之,葦彪,葦彬,芦英,英秀,佳英,佳秀,佳東,佳彬,雅英,喜英,喜秀,宜英,宜秀,義偉,義栄,義英,義秀,吉偉,吉英,吉秀,尭秀,欣秀,芹英,圭秀,慶英,慶秀,好英,好秀,孔秀,巧秀,幸秀,康秀,旨英,淳秀,尚秀,昌英,昌秀,祥英,祥秀,親秀,仁秀,善秀,辰英,典秀,美秀,彦秀,敏英,甫英,奉英,奉秀,宝寿,芳英,芳秀,明英,冶英,弥英,弥秀,由英,由秀,祐秀,洋秀,頼英,良偉,良英,良秀,礼英,和秀
よしひと	葦人,葦仁,允人,栄人,栄仁,悦民,燕人,佳史,佳士,佳人,佳仁,嘉人,嘉仁,快一,快人,快仁,凱士,凱倫,寛人,歓人,喜人,喜仁,毅仁,儀人,儀仁,宜士,宜人,義一,義士,義人,義仁,義斉,義等,欣士,啓仁,圭人,慶史,慶士,慶仁,敬人,賢人,好人,好仁,幸人,幸仁,克人,慈士,淑人,順人,順仁,祥一,祥史,祥人,祥仁,仁人,成人,善一,善士,善人,善仁,禎史,禎仁,惇人,美人,美仁,彬人,彬仁,芳仁,由人,由仁,良一,良人,良仁,良斉,良等,惠史
よしひろ	よしひろ,ヨシヒロ,愛啓,愛梧,愛弘,愛浩,愛紘,愛祥,愛丈,伊洋,允洋,栄衛,栄拡,栄紀,栄勲,栄光,栄公,栄宏,栄寿,栄宗,栄仁,栄尋,栄宙,栄典,栄篤,栄博,栄弥,栄宥,栄裕,栄洋,栄皓,英栄,英央,英拡,英寛,英紀,英巨,英玄,英宏,英広,英弘,英浩,英紘,英寿,英宗,英祥,英宙,英典,英展,英篤,英明,英優,英宥,英祐,英洋,英礼,悦弘,悦大,佳寛,佳啓,佳玄,佳宏,佳広,佳弘,佳浩,佳紘,佳泰,佳大,佳優,佳祐,佳裕,佳容,佳洋,可寛,嘉寛,嘉啓,嘉宏,嘉広,嘉弘,嘉浩,嘉紘,嘉尋,嘉大,嘉博,嘉佑,嘉宥,嘉洋,賀大,快浩,快優,喜寛,喜宏,喜弘,喜洪,喜紘,喜人,喜大,喜拓,喜博,喜優,喜裕,喜洋,喜廣,儀宏,宜広,宜弘,宜裕,義央,義寛,義啓,義敬,義厚,義宏,義広,義康,義弘,義浩,義紘,義宗,義祥,義丈,義仁,義尋,義泰,義大,義拓,義宙,義典,義都,義博,義弥,義祐,義裕,義洋,義礼,義廣,義皓,吉祐,吉栄,吉央,吉寛,吉紀,吉巨,吉勲,吉啓,吉敬,吉厳,吉玄,吉厚,吉宏,吉広,吉康,吉弘,吉浩,吉紘,吉寿,吉衆,吉恕,吉祥,吉尋,吉宣,吉祖,吉泰,吉大,吉博,吉弥,吉優,吉宥,吉祐,吉裕,吉容,吉洋,吉礼,吉洸,吉皓,欣厚,欣弘,欣浩,欣洋,圭宏,圭広,圭浩,圭紘,圭泰,圭裕,恵博,慶啓,慶宏,慶広,慶弘,慶浩,慶紘,慶大,慶拓,慶優,慶裕,慶洋,慶廣,慧啓,憲栄,憲拡,憲紀,憲宏,憲広,憲鉱,憲寿,憲宣,憲宙,憲典,憲祐,賢浩,功博,好宏,好広,好弘,好泰,好洋,巧広,幸大,康弘,剛広,剛弘,剛泰,至宏,資博,慈裕,治大,淑嘉,淑宏,淑広,淑弘,淑尋,淑皓,淳博,純大,昌宏,昌弘,祥寛,祥啓,祥宏,祥広,祥弘,祥浩,祥大,祥博,祥優,祥裕,詳浩,仁嘉,仁寛,成勲,善央,善寛,善宏,善広,善弘,善浩,善大,善博,善裕,善廣,泰啓,泰蒼,禎宏,禎広,禎浩,禎廣,徳祥,能嘉,能弘,備寛,美宏,美浩,美博,美裕,美洋,福太,芳寛,芳宏,芳広,芳弘,芳浩,芳紘,芳碩,芳大,芳博,芳比呂,芳裕,芳洋,芳廣,由寛,由啓,由宏,由広,由弘,由浩,由紘,由大,由拓,由博,由裕,由容,由洋,由廣,由皓,祐宏,誉弘,頼広,良拡,良寛,良啓,良厚,良宏,良広,良弘,良浩,良尋,良拓,良博,良優,良洋,良廣,礼洋
よしふさ	義総,義房,吉房,慶総,善房,能房,芳房,良英,良房
よしふみ	佳史,佳文,嘉文,賀史,凱史,寛史,喜史,喜文,貴史,宜史,宜典,義史,義書,義章,義典,義文,義履,吉史,吉文,欣史,啓文,圭史,慶史,慶典,慶文,好史,好文,幸典,幸文,剛史,剛章,志文,寿文,修史,淑史,祥史,仁史,仁文,聖史,聖文,善史,善文,兆史,禎文,典文,芳史,芳文,由阜実,由文,誉史,誉士史,誉良,理良,良史,良書,良章,良文
よしまさ	祐昌,ヨシマサ,芦昌,英昌,佳雅,佳将,佳真,佳征,佳政,佳正,佳大,可政,嘉雅,嘉将,嘉真,嘉政,嘉正,嘉裕,嘉理,喜雅,喜将,喜真,喜正,喜誠,喜礼,毅昌,義雅,義勝,義将,義昌,義真,義政,義正,義大,義方,義柾,義優,義和,義將,吉修,吉将,吉昌,吉政,吉正,尭昌,欣昌,芹昌,圭将,圭正,恵匡,恵正,慶雅,慶匡,慶将,慶昌,慶政,謙匡,好真,好正,幸昌,幸督,剛昌,剛諒,克将,克真,克政,克優,至将,治昌,寿昌,淑雅,淳仁,純将,純正,尚昌,承昌,昌優,祥政,祥正,親昌,誠正,善雅,善政,善正,繕雅,辰昌,禎将,禎昌,禎成,典昌,之昌,美雅,美昌,美政,敏昌,芳匡,芳将,芳真,芳正,明昌,冶昌,由雅,由将,由昌,由真,由正,祐昌,亮昌,良匡,良公,良将,良昌,良政,良正,良柾,令昌,和昌,逞雅
よしみち	愛道,佳道,可道,嘉道,嘉倫,賀道,喜通,喜道,義往,義軌,義径,義修,義宙,義通,義途,義道,義倫,義路,義迪,吉義,慶典,慶道,敬道,幸途,幸道,祥倫,仁道,善道,善路,芳道,由道,良通,良道
よしみつ	悦光,悦実,佳充,佳満,嘉允,嘉光,喜光,喜充,喜満,儀光,義允,義光,義貢,義三,義実,義充,義苗,義満,義密,義弥,吉光,吉充,吉満,慶光,慶潤,敬光,源充,好光,剛充,純充,祥光,善允,善映,善光,善充,善満,美光,芳光,芳満,由允,由光,由充,由満,誉志光,亮光,良光,良充,良満,與完
よしむね	佳志,佳宗,可統,喜宗,義意,義旨,義宗,義棟,義統,吉旨,吉宗,吉心,吉棟,吉統,慶宗,慶致,善宗,芳宗,由宗,与志宗,誉宗,良意,良旨,良宗,良心,良棟
よしもと	嘉基,貴元,義幹,義基,義祇,義旧,義許,義元,義源,義礎,義素,義本,慶幹,慶源,善基,禎基,能元,良幹,良基,良元,良本
よしや	よしや,愛也,栄哉,佳哉,佳也,佳野,佳弥,佳矢,嘉哉,嘉治,嘉也,喜哉,義哉,義也,義耶,義弥,義矢,吉哉,吉也,吉矢,恭也,恵弥,恵矢,慶哉,慶也,慶弥,慶陽,幸也,寿也,淑哉,淑也,純也,昌也,祥也,善哉,善埜,善也,善弥,善矢,代志也,禎哉,禎也,美哉,美弥,宝也,芳也,由哉,由也,由野,与志也,誉士八,良哉,良也,良耶,良弥,良矢
よしゆき	よしゆき,ヨシユキ,愛之,葦之,偉幸,叡之,悦行,悦之,佳亨,佳倖,佳幸,佳行,佳志,佳透,佳之,佳文,可行,嘉亨,嘉幸,嘉行,嘉徹,嘉之,華之,賀喜,賀倖,賀志,賀之,快行,凱行,凱之,寛享,歓之,喜介,喜幸,喜之,貴之,儀行,宜幸,宜征,宜之,義維,義往,義起,義恭,義教,義倖,義幸,義行,義志,義征,義雪,義之,義侑,吉倖,吉幸,吉行,吉志,吉之,欣幸,欣之,欽之,恵幸,慶幸,慶行,慶至,慶之,敬之,謙之,賢行,好幸,好之,巧幸,剛之,克征,志進,時之,寿之,修之,淑行,承侑,昌幸,祥幸,祥行,祥順,祥之,成之,善幸,善行,善之,泰幸,悌之,禎幸,禎之,能運,能幸,能行,能之,美幸,美行,美志,美之,美優紀,彬之,敏之,福将,芳倖,芳幸,芳行,芳志,芳雪,芳之,由幸,由行,由祥,由征,由之,由悠季,裕幸,裕之,融征,誉志幸,良介,良幸,良行,良雪,良之,良侑,令之
よしろう	悦郎,佳朗,佳郎,嘉朗,嘉郎,喜朗,喜郎,嬉朗,義良,義朗,義郎,吉朗,吉郎,圭朗,慶朗,慶郎,研郎,好朗,好郎,昌志郎,祥朗,祥郎,善朗,善郎,芳朗,芳郎,由朗,由郎,余四郎,余志郎,与四郎,良朗,良郎,惠朗,與四郎
よぞら	よぞら,夜空,良空,良宙
よひと	詠人,嘉人,呼人,呼仁,世人,夜人,与人,与仁,誉人,誉仁
よりと	よりと,依永,依音,依采,依士,依人,依仁,依兎,依斗,依杜,依渡,依登,依都,依冬,依翔,偉人,縁都,縁士,縁人,縁仁,縁斗,縁杜,縁飛,縁翔,義人,時人,従翔,由疾,由登,与人,与利人,与里人,与里斗,与俐斗,与俐翔,頼叶,頼采,頼人,頼仁,頼斗,頼杜,頼渡,頼登,頼都,頼飛,頼翔,亮仁,和士,和仁,和斗,從翔
よりとし	依俊,依敏,頼紀,頼歳,頼寿,頼淑,頼俊,頼年,頼敏,頼利
よりとも	偉大,頼委,頼供,頼共,頼知,頼智,頼朝,頼伴,頼朋,頼友,頼侶
よりなり	頼業,頼成
よりのぶ	依伸,依信,由靖,頼延,頼宜,頼述,頼伸,頼信,頼宣,頼暢,頼展
よりひこ	賴彦,依彦,偉彦,為彦,因彦,寄彦,拠彦,従彦,順彦,選彦,頼彦
よりひさ	依永,依久,依恒,依寿,依尚,依悠,縁久,順久,頼央,頼久,頼恒,頼寿,頼尚,頼弥,頼悠
よりひろ	縁広,頼寛,頼啓,頼宏,頼広,頼弘,頼浩,頼大,頼博,頼裕,頼洋
よりまさ	縁政,縁万,順正,頼雅,頼勝,頼将,頼昌,頼真,頼政,頼正,頼大,頼柾,頼優,頼將
よりゆき	階之,頼維,頼往,頼起,頼恭,頼幸,頼行,頼征,頼雪,頼之,頼侑,和志
らいあ	らいあ,瀬亜,来亜,来阿,来愛,来空,来吾,来明,来煌,頼亜,頼空,雷亜,雷愛,雷空,雷和,礼亜,礼空,礼彪,來亜,來愛,來海,來吾,來碧,來歩,來明,徠亜,徠愛,徠新,禮亜,蕾空,蕾明,萊亜,萊空
らいあん	羅衣安,来安,来庵,来按,来案,来杏,来行,頼杏,雷杏,來杏,萊杏
らいが	らいが,光翔,瀬雅,羅衣牙,羅衣雅,来嘉,来河,来俄,来我,来臥,来芽,来雅,来駕,来凱,頼佳,頼河,頼華,頼我,頼牙,頼芽,頼賀,頼雅,頼駕,雷河,雷我,雷牙,雷芽,雷賀,雷雅,礼河,礼峨,礼我,礼牙,礼芽,礼賀,礼雅,礼駕,來河,來我,來牙,來芽,來雅,來駕,徠嘉,徠我,徠牙,徠芽,徠雅,徠凱,徠翔,琥神,禮雅,蕾華,蕾我,蕾雅,蕾駕,萊我,萊雅,萊駕
らいき	賴嬉,瀨樹,らいき,ライキ,楽生,紅獅子,羅寿,羅生,来喜,来基,来希,来揮,来祈,来季,来稀,来紀,来規,来輝,来騎,来幸,来寿,来樹,来粋,来生,来暉,来絆,来綺,来熙,頼葵,頼基,頼希,頼祈,頼季,頼紀,頼貴,頼輝,頼騎,頼興,頼樹,頼生,頼煌,頼麒,雷牙,雷喜,雷基,雷希,雷毅,雷稀,雷規,雷輝,雷己,雷樹,雷絆,良生,礼葵,礼喜,礼基,礼季,礼稀,礼規,礼記,礼貴,礼輝,礼騎,礼訓,礼樹,礼粋,麗虎,來葵,來喜,來基,來希,來棋,來毅,來祈,來稀,來紀,來貴,來輝,來騎,來己,來幸,來寿,來樹,來来,來利,來暉,來煌,來綺,徠喜,徠希,徠毅,徠稀,徠紀,徠貴,徠輝,徠幸,徠樹,徠生,徠暉,徠煌,徠絆,徠綺,禮基,禮規,禮騎,禮綺,蕾葵,蕾基,蕾希,蕾毅,蕾季,蕾規,蕾輝,蕾樹,萊喜,萊希,萊稀,萊規,萊貴,萊輝,萊騎,萊幸,萊樹,萊暉
らいせい	羅威聖,来壱星,来征,来星,来晴,来生,来斉,頼星,頼盛,頼聖,頼誠,雷星,雷晴,雷正,雷生,礼誠,麗誠,來星,來誠,來惺,徠星,徠生,徠聖,萊生
らいぞう	瀬三,瀬蔵,瀬造,頼三,頼蔵,頼造,雷三,雷蔵,雷造,雷藏,礼造
らいた	楽伊汰,瀬多,瀬太,来太,来汰,頼多,頼太,頼汰,頼大,頼竜,雷多,雷太,雷汰,雷大,雷竜,礼多,礼太,麗多,麗太,來太,來汰,徠太,徠汰,蕾太,萊汰
らいと	瀨音,賴斗,らいと,ライト,楽絃,輝星,輝大,輝飛,空色人,月光,光斗,光灯,瀬翔,星斗,星翔,天煌,羅伊翔,羅偉斗,羅偉翔,羅威翔,羅維人,羅維斗,羅維都,羅維翔,羅一斗,羅一都,羅絃,羅生翔,羅唯人,羅唯斗,羅唯翔,来愛,来井斗,来音,来叶,来弦,来絃,来糸,来人,来仁,来図,来星翔,来生人,来説,来太,来斗,来渡,来登,来都,来年,来飛,来富,来利,頼音,頼士,頼人,頼仁,頼斗,頼杜,頼渡,頼登,頼都,頼飛,頼富,頼翔,雷都,雷音,雷虎,雷士,雷人,雷仁,雷斗,雷渡,雷登,雷都,雷飛,雷豊,雷翔,蘭偉斗,蘭威斗,良愛,励人,礼乙,礼虎,礼人,礼斗,礼渡,礼都,礼翔,麗斗,來音,來叶,來弦,來采,來士,來純,來人,來仁,來図,來兎,來徒,來斗,來杜,來登,來都,來飛,來翔,徠愛,徠沖,徠音,徠外,徠叶,徠採,徠采,徠士,徠執,徠人,徠図,徠存,徠跳,徠徒,徠斗,徠杜,徠渡,徠登,徠都,徠飛,徠利,徠翔,煌月,禮人,禮斗,禮飛,蕾音,蕾士,蕾兎,蕾斗,蕾杜,蕾都,蕾論,蕾翔,萊音,萊人,萊仁,萊斗,萊杜,萊都,萊友,萊翔
らいや	羅威夜,羅一也,来哉,来命,来也,来夜,来矢,頼哉,頼也,頼耶,頼弥,頼矢,雷哉,雷也,雷耶,雷弥,雷矢,良衣也,良弥,礼哉,礼也,礼弥,礼優,來哉,來也,來弥,來優,徠焚,徠也,徠弥,蕾也,蕾夜,蕾弥,萊哉,萊也,萊弥
らお	らお,楽緒,羅央,羅音,羅桜,羅生,羅大,羅雄,羅和,羅凰,良緒,良生,徠王,徠和
らおう	楽王,羅央,羅奥武,羅旺,羅欧,羅王,羅皇,羅桜
らく	らく,楽久,楽玖,楽空,楽来,楽來,羅紅,洛,絡,良久,良玖,良空,良暮,良来,良來
らくと	らくと,楽音,楽士,楽人,楽仁,楽斗,楽杜,楽都,楽翔,絡斗,樂音,樂人,樂仁,樂翔
らんと	嵐音,嵐士,嵐人,嵐星,嵐斗,嵐飛,嵐翔,藍十,藍富,藍翔,蘭斗,蘭都,蘭飛,蘭翔
らんま	らんま,乱真,乱馬,乱摩,乱磨,乱万,嵐真,嵐馬,嵐舞,嵐摩,嵐磨,嵐麻,嵐茉,欄眞,藍馬,藍摩,藍磨,藍万,蘭間,蘭真,蘭馬,蘭摩,蘭磨,蘭麻,蘭万,蘭茉,浪真
らんまる	らんまる,らん丸,乱丸,嵐丸,藍丸,藍盤,蘭円,蘭丸,蘭馬琉
りあら	莉愛来
りいち	りいち,浬一,鯉壱,有都,利維知,利一,利壱,利市,吏一,吏壱,李一,李壱,李逸,梨一,梨壱,理衣智,理一,理壱,理壱千,理市,理生知,璃一,裡一,里一,里逸,里市,律一,旅市,力一,力壱,力逸,力市,倫一,倫壱,俐一,俐壱,俐逸,俐市,凛一,凛壱,莉一,莉壱,莉市,凜一,萊一
